desc,play_type,game_half,drive,qtr,down,rushing_yards,first_down_pass,first_down_penalty,receiving_yards,third_down_failed,fourth_down_converted,penalty,fumbled_1_player_name,fumbled_2_player_name,td_player_name
"(7:43) 63-A.Palczewski reported in as eligible. 27-J.Dobbins left guard for 19 yards, TOUCHDOWN.",run,Half2,22,4,1.0,19.0,0.0,0.0,,0.0,0.0,0,,,J.Dobbins
(6:35) (Shotgun) 10-B.Nix pass incomplete short middle to 11-T.Franklin.,pass,Half2,24,4,1.0,,0.0,0.0,,0.0,0.0,0,,,
(6:30) (Shotgun) 27-J.Dobbins left tackle to DEN 38 for 1 yard (98-J.Simmons).,run,Half2,24,4,2.0,1.0,0.0,0.0,,0.0,0.0,0,,,
"(5:48) (Shotgun) 10-B.Nix pass short left to 14-C.Sutton to DEN 47 for 9 yards (21-R.McCreary). Tennessee challenged the first down ruling, and the play was REVERSED. (Shotgun) 10-B.Nix pass short left to 14-C.Sutton to DEN 46 for 8 yards (21-R.McCreary).",pass,Half2,24,4,3.0,,0.0,0.0,8.0,1.0,0.0,0,,,
(5:11) 63-A.Palczewski reported in as eligible. 10-B.Nix up the middle to DEN 46 for no gain (93-T.Sweat). (Virtual Measurement).,run,Half2,24,4,4.0,0.0,0.0,0.0,,0.0,0.0,0,,,
(4:09) 63-A.Palczewski reported in as eligible. 27-J.Dobbins left guard to DEN 18 for 12 yards (29-J.Brownlee; 25-X.Woods). TEN-93-T.Sweat was injured during the play.,run,Half2,26,4,1.0,12.0,0.0,0.0,,0.0,0.0,0,,,
"(3:26) (Shotgun) 10-B.Nix pass short left to 11-T.Franklin to DEN 33 for 15 yards (33-C.Gray). PENALTY on TEN-37-A.Hooker, Face Mask, 15 yards, enforced at DEN 33.",pass,Half2,26,4,1.0,,1.0,1.0,15.0,0.0,0.0,1,,,
(3:19) 63-A.Palczewski reported in as eligible. 27-J.Dobbins right tackle to TEN 49 for 3 yards (98-J.Simmons; 45-D.Jones).,run,Half2,26,4,1.0,3.0,0.0,0.0,,0.0,0.0,0,,,
"(3:13) 10-B.Nix pass short right to 27-J.Dobbins to TEN 41 for 8 yards (50-C.Barton). PENALTY on DEN-5-T.Sherfield, Offensive Holding, 10 yards, enforced at TEN 46.",pass,Half2,26,4,2.0,,0.0,0.0,3.0,0.0,0.0,1,,,
(3:07) 63-A.Palczewski reported in as eligible. 10-B.Nix scrambles left end to DEN 48 for 4 yards (49-A.Key).,run,Half2,26,4,2.0,4.0,0.0,0.0,,0.0,0.0,0,,,
"(2:58) (Shotgun) 10-B.Nix pass short right to 19-M.Mims to DEN 47 for -1 yards (50-C.Barton). PENALTY on TEN-98-J.Simmons, Unnecessary Roughness, 15 yards, enforced at DEN 47.",pass,Half2,26,4,3.0,,0.0,1.0,-1.0,1.0,0.0,1,,,
(2:51) 63-A.Palczewski reported in as eligible. 27-J.Dobbins right guard to TEN 34 for 4 yards (97-J.Lynch; 50-C.Barton).,run,Half2,26,4,1.0,4.0,0.0,0.0,,0.0,0.0,0,,,
(2:07) 27-J.Dobbins right tackle to TEN 33 for 1 yard (29-J.Brownlee).,run,Half2,26,4,2.0,1.0,0.0,0.0,,0.0,0.0,0,,,
(2:00) 27-J.Dobbins right tackle to TEN 36 for -3 yards (29-J.Brownlee). TEN-29-J.Brownlee was injured during the play.,run,Half2,26,4,3.0,-3.0,0.0,0.0,,1.0,0.0,0,,,
(1:05) 63-A.Palczewski reported in as eligible. 10-B.Nix pass incomplete deep right to 19-M.Mims.,pass,Half2,26,4,4.0,,0.0,0.0,,0.0,0.0,0,,,
"(11:47) 27-J.Dobbins right guard to IND 46 for 18 yards (0-C.Bynum, 48-J.Bachie).",run,Half1,2,1,1.0,18.0,0.0,0.0,,0.0,0.0,0,,,
(11:09) (Shotgun) 27-J.Dobbins up the middle to IND 43 for 3 yards (90-G.Stewart).,run,Half1,2,1,1.0,3.0,0.0,0.0,,0.0,0.0,0,,,
(10:30) 27-J.Dobbins left tackle to IND 36 for 7 yards (20-N.Cross).,run,Half1,2,1,2.0,7.0,0.0,0.0,,0.0,0.0,0,,,
(9:53) 10-B.Nix pass short middle to 82-A.Trautman to IND 35 for 1 yard (48-J.Bachie).,pass,Half1,2,1,1.0,,0.0,0.0,1.0,0.0,0.0,0,,,
"(9:13) (No Huddle, Shotgun) 10-B.Nix pass short left to 13-P.Bryant to IND 23 for 12 yards (44-Z.Franklin).",pass,Half1,2,1,2.0,,1.0,0.0,12.0,0.0,0.0,0,,,
"(8:30) (Shotgun) 10-B.Nix pass deep left to 19-M.Mims for 23 yards, TOUCHDOWN.",pass,Half1,2,1,1.0,,1.0,0.0,23.0,0.0,0.0,0,,,M.Mims
(4:19) 27-J.Dobbins right end to DEN 39 for 4 yards (99-D.Buckner).,run,Half1,4,1,1.0,4.0,0.0,0.0,,0.0,0.0,0,,,
(3:38) 12-R.Harvey right end to DEN 42 for 3 yards (90-G.Stewart).,run,Half1,4,1,2.0,3.0,0.0,0.0,,0.0,0.0,0,,,
(2:56) (Shotgun) 10-B.Nix pass incomplete deep right to 14-C.Sutton.,pass,Half1,4,1,3.0,,0.0,0.0,,1.0,0.0,0,,,
(14:05) (Shotgun) 10-B.Nix pass short left to 11-T.Franklin to DEN 30 for -3 yards (23-K.Moore).,pass,Half1,6,2,1.0,,0.0,0.0,-3.0,0.0,0.0,0,,,
"(13:39) (No Huddle, Shotgun) 10-B.Nix pass deep left to 11-T.Franklin ran ob at IND 28 for 42 yards.",pass,Half1,6,2,2.0,,1.0,0.0,42.0,0.0,0.0,0,,,
"(13:09) (No Huddle, Shotgun) 12-R.Harvey left guard to IND 25 for 3 yards (90-G.Stewart).",run,Half1,6,2,1.0,3.0,0.0,0.0,,0.0,0.0,0,,,
(12:29) 10-B.Nix pass short right to 82-A.Trautman to IND 18 for 7 yards (29-M.Blackmon).,pass,Half1,6,2,2.0,,1.0,0.0,7.0,0.0,0.0,0,,,
(11:50) (Shotgun) 10-B.Nix pass short left to 11-T.Franklin to IND 2 for 16 yards (0-C.Bynum).,pass,Half1,6,2,1.0,,1.0,0.0,16.0,0.0,0.0,0,,,
