desc,play_type,game_half,drive,qtr,down,rushing_yards,first_down_pass,first_down_penalty,receiving_yards,third_down_failed,fourth_down_converted,penalty,fumbled_1_player_name,fumbled_2_player_name,td_player_name
(8:47) (Shotgun) 0-J.Gibbs left end to DET 47 for 7 yards (3-C.Awuzie).,run,Half2,11,3,2.0,7.0,0.0,0.0,,0.0,0.0,0,,,
(7:26) 0-J.Gibbs right guard to BAL 37 for 9 yards (14-K.Hamilton; 40-T.Buchanan).,run,Half2,11,3,1.0,9.0,0.0,0.0,,0.0,0.0,0,,,
(6:45) (Shotgun) 0-J.Gibbs left guard to BAL 35 for 2 yards (94-J.Jenkins; 99-O.Oweh).,run,Half2,11,3,2.0,2.0,0.0,0.0,,0.0,0.0,0,,,
(3:36) 5-D.Montgomery right tackle to DET 15 for 11 yards (24-M.Starks; 2-N.Wiggins).,run,Half2,13,3,1.0,11.0,0.0,0.0,,0.0,0.0,0,,,
(2:53) 5-D.Montgomery right guard to BAL 13 for 72 yards (44-M.Humphrey).,run,Half2,13,3,2.0,72.0,0.0,0.0,,0.0,0.0,0,,,
(2:01) 0-J.Gibbs left guard to BAL 8 for 5 yards (93-A.Peebles; 0-R.Smith).,run,Half2,13,3,1.0,5.0,0.0,0.0,,0.0,0.0,0,,,
(:36) 0-J.Gibbs right guard to BAL 4 for 2 yards (94-J.Jenkins).,run,Half2,13,3,3.0,2.0,0.0,0.0,,1.0,0.0,0,,,
"(15:00) 0-J.Gibbs right end for 4 yards, TOUCHDOWN.",run,Half2,13,4,4.0,4.0,0.0,0.0,,0.0,1.0,0,,,J.Gibbs
(9:33) 0-J.Gibbs left guard to DET 40 for 5 yards (94-J.Jenkins).,run,Half2,15,4,1.0,5.0,0.0,0.0,,0.0,0.0,0,,,
(8:26) 5-D.Montgomery right guard to BAL 13 for 3 yards (96-B.Washington).,run,Half2,17,4,1.0,3.0,0.0,0.0,,0.0,0.0,0,,,
(7:28) (Shotgun) 0-J.Gibbs right end to BAL 27 for 1 yard (45-M.Green).,run,Half2,17,4,2.0,1.0,0.0,0.0,,0.0,0.0,0,,,
(4:24) 0-J.Gibbs left end pushed ob at DET 37 for 7 yards (14-K.Hamilton).,run,Half2,19,4,1.0,7.0,0.0,0.0,,0.0,0.0,0,,,
(4:16) 0-J.Gibbs left guard to DET 41 for 4 yards (94-J.Jenkins; 95-T.Robinson).,run,Half2,19,4,2.0,4.0,0.0,0.0,,0.0,0.0,0,,,
(3:32) 0-J.Gibbs right guard to DET 43 for 2 yards (96-B.Washington; 14-K.Hamilton).,run,Half2,19,4,1.0,2.0,0.0,0.0,,0.0,0.0,0,,,
(2:48) 5-D.Montgomery left guard to DET 46 for 3 yards (94-J.Jenkins).,run,Half2,19,4,2.0,3.0,0.0,0.0,,0.0,0.0,0,,,
"(1:50) 5-D.Montgomery right tackle for 31 yards, TOUCHDOWN.",run,Half2,19,4,1.0,31.0,0.0,0.0,,0.0,0.0,0,,,D.Montgomery
(14:16) 0-J.Gibbs up the middle to DET 47 for 3 yards (96-M.Collins; 49-C.Schwesinger).,run,Half1,1,1,2.0,3.0,0.0,0.0,,0.0,0.0,0,,,
