pass_length,pass_location,air_yards,play_type,desc,side_of_field,yardline_100,posteam,interception,pass_touchdown,qtr,receiver_player_name,complete_pass,week
deep,left,48.0,pass,(12:52) (Shotgun) 10-B.Nix pass incomplete deep left to 1-E.Engram.,DEN,56.0,DEN,0.0,0.0,3.0,E.Engram,0.0,4
short,middle,10.0,pass,"(9:36) (Shotgun) 10-B.Nix pass incomplete short middle to 14-C.Sutton. Penalty on DEN-13-P.Bryant, Offensive Offside, declined.",DEN,70.0,DEN,0.0,0.0,3.0,C.Sutton,0.0,4
short,left,-1.0,pass,(9:32) (Shotgun) 10-B.Nix pass short left to 12-R.Harvey to DEN 44 for 14 yards (91-T.Hendrickson; 23-D.Hill).,DEN,70.0,DEN,0.0,0.0,3.0,R.Harvey,1.0,4
short,right,-3.0,pass,(8:18) (Shotgun) 10-B.Nix pass short right to 27-J.Dobbins to DEN 33 for 4 yards (23-D.Hill; 55-L.Wilson).,DEN,71.0,DEN,0.0,0.0,3.0,J.Dobbins,1.0,4
short,right,-4.0,pass,"(7:34) (Shotgun) 10-B.Nix pass short right to 1-E.Engram to DEN 40 for 7 yards (90-K.Jenkins; 27-J.Battle). Penalty on DEN-60-L.Wattenberg, Ineligible Downfield Pass, declined.",DEN,67.0,DEN,0.0,0.0,3.0,E.Engram,1.0,4
short,left,-2.0,pass,(7:07) (Shotgun) 10-B.Nix pass short left to 19-M.Mims to DEN 45 for 5 yards (22-G.Stone).,DEN,60.0,DEN,0.0,0.0,3.0,M.Mims,1.0,4
short,right,2.0,pass,(2:13) 10-B.Nix pass short right to 45-N.Adkins to DEN 17 for 7 yards (23-D.Hill).,DEN,90.0,DEN,0.0,0.0,3.0,N.Adkins,1.0,4
short,left,-1.0,pass,(1:32) (Shotgun) 10-B.Nix pass short left to 11-T.Franklin to DEN 32 for 15 yards (49-B.Carter).,DEN,83.0,DEN,0.0,0.0,3.0,T.Franklin,1.0,4
short,left,4.0,pass,(:06) 10-B.Nix pass short left to 12-R.Harvey pushed ob at DEN 43 for 10 yards (28-J.Newton).,DEN,67.0,DEN,0.0,0.0,3.0,R.Harvey,1.0,4
deep,middle,42.0,pass,(14:27) (Shotgun) 10-B.Nix pass incomplete deep middle to 11-T.Franklin.,DEN,71.0,DEN,0.0,0.0,4.0,T.Franklin,0.0,4
short,left,-4.0,pass,(14:21) (Shotgun) 10-B.Nix pass short left to 12-R.Harvey to DEN 33 for 4 yards (44-D.Knight).,DEN,71.0,DEN,0.0,0.0,4.0,R.Harvey,1.0,4
short,middle,6.0,pass,(13:37) (Shotgun) 10-B.Nix pass short middle to 1-E.Engram to DEN 44 for 11 yards (27-J.Battle).,DEN,67.0,DEN,0.0,0.0,4.0,E.Engram,1.0,4
short,right,2.0,pass,(9:09) (Shotgun) 10-B.Nix pass short right to 19-M.Mims to CIN 44 for 12 yards (28-J.Newton; 55-L.Wilson).,DEN,56.0,DEN,0.0,0.0,4.0,M.Mims,1.0,4
short,left,2.0,pass,"(5:02) (Shotgun) 10-B.Nix pass short left to 12-R.Harvey for 12 yards, TOUCHDOWN.",CIN,12.0,DEN,0.0,1.0,4.0,R.Harvey,1.0,4
deep,right,32.0,pass,(13:35) (Shotgun) 10-B.Nix pass incomplete deep right to 14-C.Sutton.,DEN,63.0,DEN,0.0,0.0,1.0,C.Sutton,0.0,5
short,right,4.0,pass,(10:51) (Shotgun) 10-B.Nix pass short right to 19-M.Mims to DEN 46 for 4 yards (27-Q.Mitchell).,DEN,58.0,DEN,0.0,0.0,1.0,M.Mims,1.0,5
short,right,1.0,pass,(10:15) 10-B.Nix pass incomplete short right to 45-N.Adkins.,DEN,54.0,DEN,0.0,0.0,1.0,N.Adkins,0.0,5
short,right,7.0,pass,"(10:10) (No Huddle, Shotgun) 10-B.Nix pass short right to 14-C.Sutton to PHI 47 for 7 yards (27-Q.Mitchell; 30-J.Campbell).",DEN,54.0,DEN,0.0,0.0,1.0,C.Sutton,1.0,5
short,left,3.0,pass,"(8:30) (No Huddle, Shotgun) 10-B.Nix pass short left to 14-C.Sutton to PHI 39 for 4 yards (30-J.Campbell; 27-Q.Mitchell).",PHI,43.0,DEN,0.0,0.0,1.0,C.Sutton,1.0,5
short,left,-5.0,pass,"(7:01) (Shotgun) 10-B.Nix sacked at PHI 46 for -9 yards (33-C.DeJean). FUMBLES (33-C.DeJean), RECOVERED by PHI-58-J.Hunt at PHI 39. The Replay Official reviewed the fumble ruling, and the play was REVERSED. (Shotgun) 10-B.Nix pass incomplete short left to 11-T.Franklin (33-C.DeJean).",PHI,37.0,DEN,0.0,0.0,1.0,T.Franklin,0.0,5
deep,middle,18.0,pass,(6:57) (Shotgun) 10-B.Nix pass incomplete deep middle to 1-E.Engram [98-J.Carter].,PHI,37.0,DEN,0.0,0.0,1.0,E.Engram,0.0,5
deep,right,19.0,pass,(:20) 10-B.Nix pass deep right to 11-T.Franklin pushed ob at DEN 49 for 20 yards (7-K.Ringo) [52-Z.Smith].,DEN,71.0,DEN,0.0,0.0,1.0,T.Franklin,1.0,5
short,left,-3.0,pass,(15:00) (Shotgun) 10-B.Nix pass short left to 27-J.Dobbins pushed ob at PHI 46 for 5 yards (53-Z.Baun).,DEN,51.0,DEN,0.0,0.0,2.0,J.Dobbins,1.0,5
deep,left,32.0,pass,(12:44) (Shotgun) 10-B.Nix pass incomplete deep left to 5-T.Sherfield [0-J.Uche].,PHI,34.0,DEN,0.0,0.0,2.0,T.Sherfield,0.0,5
,,,pass,"(12:38) (No Huddle, Shotgun) 10-B.Nix sacked at PHI 47 for -13 yards (52-Z.Smith).",PHI,34.0,DEN,0.0,0.0,2.0,,0.0,5
short,left,6.0,pass,(7:15) (Shotgun) 10-B.Nix pass short left to 5-T.Sherfield to DEN 34 for 15 yards (7-K.Ringo).,DEN,81.0,DEN,0.0,0.0,2.0,T.Sherfield,1.0,5
short,right,6.0,pass,(6:39) (Shotgun) 10-B.Nix pass short right to 12-R.Harvey to DEN 40 for 6 yards (7-K.Ringo).,DEN,66.0,DEN,0.0,0.0,2.0,R.Harvey,1.0,5
short,middle,-4.0,pass,"(5:03) (No Huddle, Shotgun) 10-B.Nix pass incomplete short middle to 1-E.Engram [13-A.Ojulari].",DEN,64.0,DEN,0.0,0.0,2.0,E.Engram,0.0,5
short,left,-4.0,pass,(2:18) (Shotgun) 10-B.Nix pass incomplete short left.,DEN,80.0,DEN,0.0,0.0,2.0,,0.0,5
short,right,-6.0,pass,(2:12) (Shotgun) 10-B.Nix pass short right to 28-T.Badie to DEN 36 for 16 yards (32-R.Blankenship).,DEN,80.0,DEN,0.0,0.0,2.0,T.Badie,1.0,5
short,right,-1.0,pass,(2:00) (Shotgun) 10-B.Nix pass short right to 11-T.Franklin to DEN 41 for 5 yards (30-J.Campbell; 52-Z.Smith).,DEN,64.0,DEN,0.0,0.0,2.0,T.Franklin,1.0,5
short,middle,4.0,pass,"(1:36) (No Huddle, Shotgun) 10-B.Nix pass incomplete short middle to 28-T.Badie.",DEN,59.0,DEN,0.0,0.0,2.0,T.Badie,0.0,5
deep,left,44.0,pass,(1:32) (Shotgun) 10-B.Nix pass incomplete deep left to 11-T.Franklin.,DEN,59.0,DEN,0.0,0.0,2.0,T.Franklin,0.0,5
short,right,-4.0,pass,(:52) (Shotgun) 10-B.Nix pass short right to 1-E.Engram to DEN 41 for -3 yards (33-C.DeJean).,DEN,56.0,DEN,0.0,0.0,2.0,E.Engram,1.0,5
short,left,10.0,pass,"(:28) (No Huddle, Shotgun) 10-B.Nix pass incomplete short left to 14-C.Sutton (27-Q.Mitchell).",DEN,59.0,DEN,0.0,0.0,2.0,C.Sutton,0.0,5
deep,right,49.0,pass,(:21) (Shotgun) 10-B.Nix pass incomplete deep right to 19-M.Mims.,DEN,59.0,DEN,0.0,0.0,2.0,M.Mims,0.0,5
short,right,2.0,pass,(12:35) (Shotgun) 10-B.Nix pass short right to 12-R.Harvey pushed ob at DEN 27 for 11 yards (30-J.Campbell).,DEN,84.0,DEN,0.0,0.0,3.0,R.Harvey,1.0,5
short,right,-5.0,pass,"(8:21) (Shotgun) 10-B.Nix pass incomplete short right [53-Z.Baun]. PENALTY on DEN-10-B.Nix, Intentional Grounding, 13 yards, enforced at PHI 35.",PHI,35.0,DEN,0.0,0.0,3.0,,0.0,5
short,right,3.0,pass,(8:16) (Shotgun) 10-B.Nix pass short right to 19-M.Mims to PHI 42 for 6 yards (53-Z.Baun).,PHI,48.0,DEN,0.0,0.0,3.0,M.Mims,1.0,5
short,right,2.0,pass,(3:56) (Shotgun) 10-B.Nix pass incomplete short right to 19-M.Mims.,DEN,72.0,DEN,0.0,0.0,3.0,M.Mims,0.0,5
short,right,0.0,pass,(2:38) (Shotgun) 10-B.Nix pass short right to 1-E.Engram pushed ob at DEN 43 for 7 yards (30-J.Campbell).,DEN,64.0,DEN,0.0,0.0,3.0,E.Engram,1.0,5
deep,right,27.0,pass,(1:29) (Shotgun) 10-B.Nix pass incomplete deep right to 19-M.Mims.,DEN,52.0,DEN,0.0,0.0,3.0,M.Mims,0.0,5
short,right,6.0,pass,"(:44) (No Huddle, Shotgun) 10-B.Nix pass short right to 14-C.Sutton to PHI 38 for 6 yards (27-Q.Mitchell).",PHI,44.0,DEN,0.0,0.0,3.0,C.Sutton,1.0,5
short,left,5.0,pass,(:07) (Shotgun) 10-B.Nix pass short left to 14-C.Sutton to PHI 32 for 6 yards (33-C.DeJean).,PHI,38.0,DEN,0.0,0.0,3.0,C.Sutton,1.0,5
short,left,9.0,pass,(14:23) (Shotgun) 10-B.Nix pass short left to 11-T.Franklin ran ob at PHI 9 for 10 yards (24-A.Mukuba).,PHI,19.0,DEN,0.0,0.0,4.0,T.Franklin,1.0,5
deep,left,16.0,pass,(11:08) (Shotgun) 10-B.Nix pass deep left to 1-E.Engram to DEN 46 for 18 yards (7-K.Ringo). ** Injury Update: DEN-69-M.McGlinchey has returned to the game.,DEN,72.0,DEN,0.0,0.0,4.0,E.Engram,1.0,5
short,left,11.0,pass,"(10:36) (No Huddle, Shotgun) 10-B.Nix pass short left to 14-C.Sutton to PHI 40 for 14 yards (27-Q.Mitchell).",DEN,54.0,DEN,0.0,0.0,4.0,C.Sutton,1.0,5
short,right,15.0,pass,(8:17) (Shotgun) 10-B.Nix pass short right to 14-C.Sutton to PHI 11 for 34 yards (53-Z.Baun).,PHI,45.0,DEN,0.0,0.0,4.0,C.Sutton,1.0,5
short,middle,3.0,pass,"(7:43) (No Huddle) 10-B.Nix pass short middle to 1-E.Engram for 11 yards, TOUCHDOWN.",PHI,11.0,DEN,0.0,1.0,4.0,E.Engram,1.0,5
,,,pass,TWO-POINT CONVERSION ATTEMPT. 10-B.Nix pass to 11-T.Franklin is complete. ATTEMPT SUCCEEDS.,PHI,2.0,DEN,0.0,0.0,4.0,T.Franklin,0.0,5
short,left,3.0,pass,(5:00) 10-B.Nix pass short left to 82-A.Trautman to DEN 43 for 11 yards (53-Z.Baun; 33-C.DeJean).,DEN,68.0,DEN,0.0,0.0,4.0,A.Trautman,1.0,5
short,right,-3.0,pass,(3:34) 10-B.Nix pass incomplete short right [58-J.Hunt].,DEN,53.0,DEN,0.0,0.0,4.0,,0.0,5
short,right,13.0,pass,(3:28) (Shotgun) 10-B.Nix pass short right to 14-C.Sutton to PHI 37 for 16 yards (27-Q.Mitchell).,DEN,53.0,DEN,0.0,0.0,4.0,C.Sutton,1.0,5
short,middle,5.0,pass,(2:34) (Shotgun) 10-B.Nix pass short middle to 14-C.Sutton to PHI 29 for 12 yards (53-Z.Baun).,PHI,41.0,DEN,0.0,0.0,4.0,C.Sutton,1.0,5
short,right,-2.0,pass,"(2:27) 10-B.Nix pass short right to 12-R.Harvey to PHI 28 for 1 yard (24-A.Mukuba). PENALTY on PHI-53-Z.Baun, Unnecessary Roughness, 14 yards, enforced at PHI 28.",PHI,29.0,DEN,0.0,0.0,4.0,R.Harvey,1.0,5
,,,pass,(2:00) (Shotgun) 63-A.Palczewski reported in as eligible. 10-B.Nix sacked at PHI 13 for -1 yards (53-Z.Baun).,PHI,12.0,DEN,0.0,0.0,4.0,,0.0,5
short,right,5.0,pass,"(13:38) (Shotgun) 10-B.Nix pass short right to 11-T.Franklin to DEN 32 for 7 yards (29-J.Brownlee) [44-J.Sherwood]. FUMBLES (29-J.Brownlee), RECOVERED by NYJ-8-A.Cisco at DEN 37.",DEN,75.0,DEN,0.0,0.0,1.0,T.Franklin,1.0,6
short,left,5.0,pass,(10:54) (Shotgun) 10-B.Nix pass short left to 45-N.Adkins to DEN 45 for 7 yards (44-J.Sherwood).,DEN,62.0,DEN,0.0,0.0,1.0,N.Adkins,1.0,6
short,right,2.0,pass,(10:19) 10-B.Nix pass incomplete short right [9-W.McDonald].,DEN,55.0,DEN,0.0,0.0,1.0,,0.0,6
short,left,5.0,pass,(10:13) (Shotgun) 10-B.Nix pass short left to 13-P.Bryant to NYJ 44 for 11 yards (8-A.Cisco).,DEN,55.0,DEN,0.0,0.0,1.0,P.Bryant,1.0,6
short,right,-2.0,pass,"(9:18) (Shotgun) 10-B.Nix pass short right to 1-E.Engram to 50 for -1 yards (29-J.Brownlee, 51-F.Mauigoa).",NYJ,49.0,DEN,0.0,0.0,1.0,E.Engram,1.0,6
short,right,4.0,pass,(8:01) (Shotgun) 10-B.Nix pass short right to 12-R.Harvey to NYJ 39 for 9 yards (95-Q.Williams; 26-I.Oliver).,NYJ,48.0,DEN,0.0,0.0,1.0,R.Harvey,1.0,6
short,right,15.0,pass,(4:50) (Shotgun) 10-B.Nix pass short right to 14-C.Sutton to DEN 48 for 17 yards (1-A.Gardner).,DEN,69.0,DEN,0.0,0.0,1.0,C.Sutton,1.0,6
short,right,-6.0,pass,(3:06) (Shotgun) 10-B.Nix pass short right to 12-R.Harvey to DEN 42 for 4 yards (44-J.Sherwood; 51-F.Mauigoa).,DEN,62.0,DEN,0.0,0.0,1.0,R.Harvey,1.0,6
short,right,5.0,pass,(1:42) (Shotgun) 10-B.Nix pass short right to 1-E.Engram pushed ob at NYJ 36 for 11 yards (44-J.Sherwood).,NYJ,47.0,DEN,0.0,0.0,1.0,E.Engram,1.0,6
short,right,6.0,pass,(1:06) 63-A.Palczewski reported in as eligible. 10-B.Nix pass incomplete short right to 14-C.Sutton (1-A.Gardner).,NYJ,36.0,DEN,0.0,0.0,1.0,C.Sutton,0.0,6
short,left,-4.0,pass,(1:03) (Shotgun) 10-B.Nix pass short left to 19-M.Mims pushed ob at NYJ 32 for 4 yards (1-A.Gardner).,NYJ,36.0,DEN,0.0,0.0,1.0,M.Mims,1.0,6
short,left,12.0,pass,"(:36) (No Huddle, Shotgun) 10-B.Nix pass short left to 1-E.Engram to NYJ 16 for 16 yards (44-J.Sherwood).",NYJ,32.0,DEN,0.0,0.0,1.0,E.Engram,1.0,6
short,right,12.0,pass,"(:02) (No Huddle, Shotgun) 10-B.Nix pass short right to 45-N.Adkins for 16 yards, TOUCHDOWN.",NYJ,16.0,DEN,0.0,1.0,1.0,N.Adkins,1.0,6
deep,middle,61.0,pass,(13:24) 10-B.Nix pass incomplete deep middle to 19-M.Mims.,DEN,79.0,DEN,0.0,0.0,2.0,M.Mims,0.0,6
short,left,3.0,pass,"(12:41) (No Huddle, Shotgun) 10-B.Nix pass short left to 1-E.Engram to DEN 32 for 4 yards (8-A.Cisco).",DEN,72.0,DEN,0.0,0.0,2.0,E.Engram,1.0,6
short,left,0.0,pass,(11:23) (Shotgun) 10-B.Nix pass short left to 11-T.Franklin to DEN 40 for 7 yards (9-W.McDonald). NYJ-78-J.Tufele was injured during the play.,DEN,67.0,DEN,0.0,0.0,2.0,T.Franklin,1.0,6
short,middle,14.0,pass,(9:36) (Shotgun) 63-A.Palczewski reported in as eligible. 10-B.Nix pass incomplete short middle to 11-T.Franklin.,NYJ,49.0,DEN,0.0,0.0,2.0,T.Franklin,0.0,6
short,right,-4.0,pass,(9:32) (Shotgun) 10-B.Nix pass incomplete short right to 27-J.Dobbins.,NYJ,49.0,DEN,0.0,0.0,2.0,J.Dobbins,0.0,6
short,right,1.0,pass,(7:45) 10-B.Nix pass short right to 11-T.Franklin pushed ob at DEN 46 for 5 yards (29-J.Brownlee).,DEN,59.0,DEN,0.0,0.0,2.0,T.Franklin,1.0,6
short,right,-6.0,pass,(4:17) (Shotgun) 10-B.Nix pass short right to 12-R.Harvey to NYJ 45 for 8 yards (27-M.Moore; 26-I.Oliver).,DEN,53.0,DEN,0.0,0.0,2.0,R.Harvey,1.0,6
short,right,-5.0,pass,"(9:04) 10-B.Nix pass incomplete short right to 38-J.McLaughlin. Penalty on DEN-77-Q.Meinerz, Ineligible Downfield Pass, declined.",DEN,71.0,DEN,0.0,0.0,3.0,J.McLaughlin,0.0,6
short,middle,7.0,pass,(2:41) (Shotgun) 10-B.Nix pass incomplete short middle.,DEN,82.0,DEN,0.0,0.0,3.0,,0.0,6
short,middle,1.0,pass,"(13:46) (No Huddle, Shotgun) 10-B.Nix pass incomplete short middle to 1-E.Engram (44-J.Sherwood).",DEN,71.0,DEN,0.0,0.0,4.0,E.Engram,0.0,6
short,right,4.0,pass,(10:16) (Shotgun) 10-B.Nix pass incomplete short right.,DEN,74.0,DEN,0.0,0.0,4.0,,0.0,6
short,left,11.0,pass,(10:09) (Shotgun) 63-A.Palczewski reported in as eligible. 10-B.Nix pass short left to 1-E.Engram to DEN 38 for 12 yards (8-A.Cisco).,DEN,74.0,DEN,0.0,0.0,4.0,E.Engram,1.0,6
short,right,-5.0,pass,(8:55) (Shotgun) 10-B.Nix pass short right to 12-R.Harvey to DEN 40 for no gain (21-B.Stephens; 44-J.Sherwood).,DEN,60.0,DEN,0.0,0.0,4.0,R.Harvey,1.0,6
short,left,2.0,pass,(8:15) (Shotgun) 10-B.Nix pass short left to 19-M.Mims pushed ob at NYJ 34 for 26 yards (8-A.Cisco).,DEN,60.0,DEN,0.0,0.0,4.0,M.Mims,1.0,6
short,right,5.0,pass,"(6:43) (No Huddle, Shotgun) 10-B.Nix pass short right to 13-P.Bryant to NYJ 9 for 11 yards (26-I.Oliver).",NYJ,20.0,DEN,0.0,0.0,4.0,P.Bryant,1.0,6
short,left,-4.0,pass,(6:03) 63-A.Palczewski reported in as eligible. 10-B.Nix pass incomplete short left.,NYJ,9.0,DEN,0.0,0.0,4.0,,0.0,6
short,left,9.0,pass,(5:14) (Shotgun) 10-B.Nix pass incomplete short left to 14-C.Sutton.,NYJ,9.0,DEN,0.0,0.0,4.0,C.Sutton,0.0,6
,,,pass,(3:19) (Shotgun) 10-B.Nix sacked at DEN 11 for -6 yards (11-J.Johnson).,DEN,83.0,DEN,0.0,0.0,4.0,,0.0,6
short,left,5.0,pass,(12:45) (Shotgun) 10-B.Nix pass incomplete short left to 13-P.Bryant.,DEN,80.0,DEN,0.0,0.0,1.0,P.Bryant,0.0,7
short,left,9.0,pass,(12:42) (Shotgun) 10-B.Nix pass incomplete short left to 14-C.Sutton.,DEN,80.0,DEN,0.0,0.0,1.0,C.Sutton,0.0,7
deep,right,43.0,pass,(12:38) (Shotgun) 10-B.Nix pass incomplete deep right to 11-T.Franklin.,DEN,80.0,DEN,0.0,0.0,1.0,T.Franklin,0.0,7
short,right,1.0,pass,(11:08) (Shotgun) 10-B.Nix pass incomplete short right to 1-E.Engram.,DEN,85.0,DEN,0.0,0.0,1.0,E.Engram,0.0,7
short,left,9.0,pass,(9:18) (Shotgun) 10-B.Nix pass short left to 14-C.Sutton to DEN 36 for 9 yards (21-P.Adebo).,DEN,73.0,DEN,0.0,0.0,1.0,C.Sutton,1.0,7
short,right,-5.0,pass,(6:13) (Shotgun) 10-B.Nix pass short right to 19-M.Mims ran ob at DEN 19 for 13 yards (27-T.Nubin).,DEN,94.0,DEN,0.0,0.0,1.0,M.Mims,1.0,7
,,,pass,(3:31) (Shotgun) 10-B.Nix sacked at DEN 24 for -8 yards (0-B.Burns).,DEN,68.0,DEN,0.0,0.0,1.0,,0.0,7
short,left,-4.0,pass,(2:49) (Shotgun) 10-B.Nix pass short left to 19-M.Mims to DEN 24 for no gain (22-A.Phillips).,DEN,76.0,DEN,0.0,0.0,1.0,M.Mims,1.0,7
deep,right,40.0,pass,(2:12) (Shotgun) 10-B.Nix pass incomplete deep right to 11-T.Franklin.,DEN,76.0,DEN,0.0,0.0,1.0,T.Franklin,0.0,7
short,left,3.0,pass,(1:00) (Shotgun) 10-B.Nix pass short left to 45-N.Adkins pushed ob at DEN 37 for 5 yards (21-P.Adebo).,DEN,68.0,DEN,0.0,0.0,1.0,N.Adkins,1.0,7
short,left,4.0,pass,(15:00) (Shotgun) 10-B.Nix pass incomplete short left to 14-C.Sutton (97-D.Lawrence).,DEN,64.0,DEN,0.0,0.0,2.0,C.Sutton,0.0,7
short,middle,4.0,pass,(8:10) (Shotgun) 10-B.Nix pass short middle to 45-N.Adkins to NYG 49 for 15 yards (53-D.Muasau). NYG-8-J.Holland was injured during the play.,DEN,64.0,DEN,0.0,0.0,2.0,N.Adkins,1.0,7
short,middle,5.0,pass,(7:41) (Shotgun) 10-B.Nix pass short middle to 13-P.Bryant to NYG 43 for 6 yards (22-A.Phillips).,NYG,49.0,DEN,0.0,0.0,2.0,P.Bryant,1.0,7
short,right,0.0,pass,(6:44) (Shotgun) 10-B.Nix pass incomplete short right to 45-N.Adkins.,NYG,42.0,DEN,0.0,0.0,2.0,N.Adkins,0.0,7
deep,middle,38.0,pass,(5:58) (Shotgun) 10-B.Nix pass incomplete deep middle to 19-M.Mims (28-C.Flott) [95-R.Robertson-Harris].,NYG,39.0,DEN,0.0,0.0,2.0,M.Mims,0.0,7
deep,right,17.0,pass,(5:13) (Shotgun) 10-B.Nix pass deep right to 14-C.Sutton to NYG 5 for 32 yards (24-D.Belton; 28-C.Flott).,NYG,37.0,DEN,0.0,0.0,2.0,C.Sutton,1.0,7
short,left,2.0,pass,(3:49) 72-G.Bolles reported in as eligible. 10-B.Nix pass incomplete short left to 72-G.Bolles (52-V.Dimukeje) [95-R.Robertson-Harris].,NYG,2.0,DEN,0.0,0.0,2.0,G.Bolles,0.0,7
short,right,2.0,pass,(3:44) (Shotgun) 10-B.Nix pass incomplete short right to 11-T.Franklin. ** Injury Update: NYG-51-A.Carter has returned to the game.,NYG,2.0,DEN,0.0,0.0,2.0,T.Franklin,0.0,7
short,right,-3.0,pass,(3:39) (Shotgun) 10-B.Nix pass short right to 14-C.Sutton to NYG 1 for 1 yard (24-D.Belton).,NYG,2.0,DEN,0.0,0.0,2.0,C.Sutton,1.0,7
short,left,1.0,pass,(1:04) (Shotgun) 10-B.Nix pass short left to 1-E.Engram to DEN 25 for 1 yard (27-T.Nubin). ** Injury Update: NYG-8-J.Holland has returned to the game.,DEN,76.0,DEN,0.0,0.0,2.0,E.Engram,1.0,7
,,,pass,(:31) (Shotgun) 10-B.Nix sacked at DEN 14 for -6 yards (0-B.Burns).,DEN,80.0,DEN,0.0,0.0,2.0,,0.0,7
short,right,7.0,pass,(14:20) (Shotgun) 10-B.Nix pass short right to 14-C.Sutton to DEN 37 for 7 yards (21-P.Adebo).,DEN,70.0,DEN,0.0,0.0,3.0,C.Sutton,1.0,7
deep,left,18.0,pass,"(13:44) (No Huddle, Shotgun) 10-B.Nix pass incomplete deep left to 11-T.Franklin (28-C.Flott).",DEN,63.0,DEN,0.0,0.0,3.0,T.Franklin,0.0,7
deep,right,42.0,pass,"(12:57) (No Huddle, Shotgun) 10-B.Nix pass incomplete deep right to 11-T.Franklin.",DEN,58.0,DEN,0.0,0.0,3.0,T.Franklin,0.0,7
short,left,6.0,pass,(6:22) (Shotgun) 10-B.Nix pass incomplete short left to 13-P.Bryant (93-R.Nunez-Roches).,DEN,89.0,DEN,0.0,0.0,3.0,P.Bryant,0.0,7
short,left,4.0,pass,"(6:19) (No Huddle, Shotgun) 10-B.Nix pass incomplete short left to 1-E.Engram.",DEN,89.0,DEN,0.0,0.0,3.0,E.Engram,0.0,7
deep,left,17.0,pass,"(1:25) (No Huddle, Shotgun) 10-B.Nix pass deep left to 14-C.Sutton pushed ob at NYG 48 for 16 yards (2-D.Banks).",DEN,64.0,DEN,0.0,0.0,3.0,C.Sutton,1.0,7
short,right,12.0,pass,(15:00) (Shotgun) 10-B.Nix pass short right to 11-T.Franklin pushed ob at NYG 2 for 12 yards (28-C.Flott).,NYG,14.0,DEN,0.0,0.0,4.0,T.Franklin,1.0,7
short,right,-6.0,pass,(14:17) 10-B.Nix pass incomplete short right to 46-A.Prentice (95-R.Robertson-Harris).,NYG,2.0,DEN,0.0,0.0,4.0,A.Prentice,0.0,7
short,right,2.0,pass,"(14:14) 10-B.Nix pass short right to 11-T.Franklin for 2 yards, TOUCHDOWN.",NYG,2.0,DEN,0.0,1.0,4.0,T.Franklin,1.0,7
,,,pass,TWO-POINT CONVERSION ATTEMPT. 10-B.Nix pass to 14-C.Sutton is complete. ATTEMPT SUCCEEDS.,NYG,2.0,DEN,0.0,0.0,4.0,C.Sutton,0.0,7
short,right,2.0,pass,(9:37) (Shotgun) 10-B.Nix pass short right to 1-E.Engram pushed ob at DEN 37 for 4 yards (24-D.Belton).,DEN,67.0,DEN,0.0,0.0,4.0,E.Engram,1.0,7
short,right,4.0,pass,(9:05) (Shotgun) 10-B.Nix pass short right to 19-M.Mims to DEN 42 for 5 yards (24-D.Belton).,DEN,63.0,DEN,0.0,0.0,4.0,M.Mims,1.0,7
short,right,8.0,pass,"(8:40) (No Huddle, Shotgun) 10-B.Nix pass incomplete short right to 14-C.Sutton.",DEN,58.0,DEN,0.0,0.0,4.0,C.Sutton,0.0,7
short,right,-6.0,pass,(8:36) (Shotgun) 10-B.Nix pass short right to 28-T.Badie to DEN 49 for 7 yards (58-B.Okereke).,DEN,58.0,DEN,0.0,0.0,4.0,T.Badie,1.0,7
short,middle,1.0,pass,(7:47) (Shotgun) 10-B.Nix pass short middle to 1-E.Engram pushed ob at DEN 47 for 8 yards (22-A.Phillips).,DEN,61.0,DEN,0.0,0.0,4.0,E.Engram,1.0,7
short,right,-6.0,pass,"(7:15) (No Huddle, Shotgun) 10-B.Nix pass incomplete short right to 1-E.Engram (0-B.Burns).",DEN,53.0,DEN,0.0,0.0,4.0,E.Engram,0.0,7
short,middle,0.0,pass,(7:12) (Shotgun) 10-B.Nix pass short middle to 1-E.Engram pushed ob at NYG 44 for 9 yards (22-A.Phillips). NYG-0-B.Burns was injured during the play.,DEN,53.0,DEN,0.0,0.0,4.0,E.Engram,1.0,7
deep,right,19.0,pass,(5:52) (Shotgun) 10-B.Nix pass incomplete deep right to 14-C.Sutton. ** Injury Update: NYG-0-B.Burns has returned to the game.,NYG,19.0,DEN,0.0,0.0,4.0,C.Sutton,0.0,7
short,right,-6.0,pass,(5:47) (Shotgun) 10-B.Nix pass short right to 28-T.Badie to NYG 7 for 12 yards (53-D.Muasau; 24-D.Belton).,NYG,19.0,DEN,0.0,0.0,4.0,T.Badie,1.0,7
short,left,2.0,pass,(5:21) (Shotgun) 10-B.Nix pass incomplete short left to 13-P.Bryant (91-D.Alexander).,NYG,7.0,DEN,0.0,0.0,4.0,P.Bryant,0.0,7
,,,pass,TWO-POINT CONVERSION ATTEMPT. 10-B.Nix pass to 11-T.Franklin is complete. ATTEMPT SUCCEEDS.,NYG,2.0,DEN,0.0,0.0,4.0,T.Franklin,0.0,7
deep,right,17.0,pass,(4:47) (Shotgun) 10-B.Nix pass incomplete deep right to 12-R.Harvey [97-D.Lawrence]. DEN-69-M.McGlinchey was injured during the play.,NYG,19.0,DEN,0.0,0.0,4.0,R.Harvey,0.0,7
