pass_length,pass_location,air_yards,play_type,desc,side_of_field,yardline_100,posteam,interception,pass_touchdown,qtr,receiver_player_name,complete_pass,week
short,middle,4.0,pass,(4:42) (Shotgun) 10-B.Nix pass short middle to 11-T.Franklin to NYG 14 for 5 yards (58-B.Okereke; 53-D.Muasau).,NYG,19.0,DEN,0.0,0.0,4.0,T.Franklin,1.0,7
short,right,2.0,pass,"(4:15) (No Huddle, Shotgun) 10-B.Nix pass short right to 19-M.Mims to NYG 2 for 7 yards (28-C.Flott; 58-B.Okereke).",NYG,9.0,DEN,0.0,0.0,4.0,M.Mims,1.0,7
short,right,1.0,pass,"(3:55) (No Huddle) 10-B.Nix pass short right to 12-R.Harvey for 2 yards, TOUCHDOWN.",NYG,2.0,DEN,0.0,1.0,4.0,R.Harvey,1.0,7
short,left,-5.0,pass,(2:42) (Shotgun) 10-B.Nix pass short left to 27-J.Dobbins to DEN 31 for -1 yards (0-B.Burns). ** Injury Update: DEN-69-M.McGlinchey has returned to the game.,DEN,68.0,DEN,0.0,0.0,4.0,J.Dobbins,1.0,7
short,middle,3.0,pass,"(2:17) (No Huddle, Shotgun) 10-B.Nix pass incomplete short middle to 11-T.Franklin.",DEN,69.0,DEN,0.0,0.0,4.0,T.Franklin,0.0,7
deep,right,28.0,pass,(2:14) (Shotgun) 10-B.Nix pass deep right to 19-M.Mims pushed ob at NYG 38 for 31 yards (22-A.Phillips).,DEN,69.0,DEN,0.0,0.0,4.0,M.Mims,1.0,7
short,left,6.0,pass,(2:06) (Shotgun) 10-B.Nix pass incomplete short left to 11-T.Franklin.,NYG,38.0,DEN,0.0,0.0,4.0,T.Franklin,0.0,7
short,left,-2.0,pass,"(2:04) (No Huddle, Shotgun) 10-B.Nix pass short left to 1-E.Engram to NYG 18 for 20 yards (24-D.Belton).",NYG,38.0,DEN,0.0,0.0,4.0,E.Engram,1.0,7
deep,middle,29.0,pass,(:33) (Shotgun) 10-B.Nix pass deep middle to 19-M.Mims to NYG 48 for 29 yards (22-A.Phillips).,DEN,77.0,DEN,0.0,0.0,4.0,M.Mims,1.0,7
deep,left,20.0,pass,(:18) (Shotgun) 10-B.Nix pass deep left to 14-C.Sutton to NYG 21 for 22 yards (2-D.Banks).,NYG,43.0,DEN,0.0,0.0,4.0,C.Sutton,1.0,7
short,right,6.0,pass,(14:18) (Shotgun) 10-B.Nix pass short right to 1-E.Engram to DEN 46 for 11 yards (59-K.Murray; 50-S.James).,DEN,65.0,DEN,0.0,0.0,1.0,E.Engram,1.0,8
short,right,13.0,pass,"(13:44) (Shotgun) 10-B.Nix pass short right intended for 13-P.Bryant INTERCEPTED by 25-T.Bridges at DAL 41. 25-T.Bridges to DAL 48 for 7 yards (13-P.Bryant). Penalty on DEN-63-A.Palczewski, Ineligible Downfield Pass, declined.",DEN,54.0,DEN,1.0,0.0,1.0,P.Bryant,0.0,8
short,middle,10.0,pass,(9:07) (Shotgun) 10-B.Nix pass short middle to 11-T.Franklin to DAL 40 for 26 yards (38-A.Clark).,DEN,66.0,DEN,0.0,0.0,1.0,T.Franklin,1.0,8
deep,right,40.0,pass,(8:27) 10-B.Nix pass incomplete deep right to 11-T.Franklin.,DAL,40.0,DEN,0.0,0.0,1.0,T.Franklin,0.0,8
short,right,14.0,pass,(5:43) (Shotgun) 10-B.Nix pass short right to 13-P.Bryant pushed ob at DAL 46 for 16 yards (20-K.Elam; 38-A.Clark).,DEN,62.0,DEN,0.0,0.0,1.0,P.Bryant,1.0,8
short,right,-1.0,pass,(4:31) (Shotgun) 10-B.Nix pass short right to 11-T.Franklin pushed ob at DAL 15 for 10 yards (38-A.Clark).,DAL,25.0,DEN,0.0,0.0,1.0,T.Franklin,1.0,8
deep,middle,25.0,pass,"(3:10) (Shotgun) 10-B.Nix pass deep middle to 11-T.Franklin for 25 yards, TOUCHDOWN.",DAL,25.0,DEN,0.0,1.0,1.0,T.Franklin,1.0,8
short,right,15.0,pass,(14:06) (Shotgun) 10-B.Nix pass incomplete short right to 14-C.Sutton.,DEN,88.0,DEN,0.0,0.0,2.0,C.Sutton,0.0,8
deep,right,17.0,pass,"(13:59) (No Huddle, Shotgun) 10-B.Nix pass incomplete deep right to 11-T.Franklin (25-T.Bridges).",DEN,88.0,DEN,0.0,0.0,2.0,T.Franklin,0.0,8
short,left,13.0,pass,"(6:48) 10-B.Nix pass short left to 11-T.Franklin pushed ob at DAL 45 for 13 yards (20-K.Elam). Penalty on DAL-14-M.Bell, Defensive Holding, declined.",DEN,58.0,DEN,0.0,0.0,2.0,T.Franklin,1.0,8
short,right,0.0,pass,(6:18) (Shotgun) 10-B.Nix pass short right to 1-E.Engram to DAL 2 for 11 yards (59-K.Murray; 35-M.Liufau).,DAL,13.0,DEN,0.0,0.0,2.0,E.Engram,1.0,8
,,,pass,"TWO-POINT CONVERSION ATTEMPT. 10-B.Nix pass to 1-E.Engram is incomplete. ATTEMPT FAILS. Penalty on DEN-72-G.Bolles, Ineligible Downfield Pass, declined.",DAL,1.0,DEN,0.0,0.0,2.0,E.Engram,0.0,8
short,left,-1.0,pass,(2:14) (Shotgun) 10-B.Nix pass short left to 27-J.Dobbins pushed ob at DEN 32 for 4 yards (25-T.Bridges).,DEN,72.0,DEN,0.0,0.0,2.0,J.Dobbins,1.0,8
short,left,4.0,pass,"(1:28) (No Huddle, Shotgun) 10-B.Nix pass short left to 14-C.Sutton to DAL 42 for 11 yards (25-T.Bridges).",DEN,53.0,DEN,0.0,0.0,2.0,C.Sutton,1.0,8
short,middle,1.0,pass,"(1:02) (No Huddle, Shotgun) 10-B.Nix pass short middle to 27-J.Dobbins pushed ob at DAL 36 for 6 yards (26-D.Bland).",DAL,42.0,DEN,0.0,0.0,2.0,J.Dobbins,1.0,8
short,right,3.0,pass,(:54) (Shotgun) 10-B.Nix pass short right to 1-E.Engram pushed ob at DAL 32 for 4 yards (14-M.Bell).,DAL,36.0,DEN,0.0,0.0,2.0,E.Engram,1.0,8
short,left,-2.0,pass,(:50) (Shotgun) 10-B.Nix pass short left to 11-T.Franklin to DAL 24 for 8 yards (26-D.Bland).,DAL,32.0,DEN,0.0,0.0,2.0,T.Franklin,1.0,8
deep,left,24.0,pass,"(:44) (Shotgun) 10-B.Nix pass deep left to 13-P.Bryant for 24 yards, TOUCHDOWN. Penalty on DAL-97-O.Odighizuwa, Defensive Offside, declined.",DAL,24.0,DEN,0.0,1.0,2.0,P.Bryant,1.0,8
deep,left,24.0,pass,(6:10) (Shotgun) 10-B.Nix pass incomplete deep left to 14-C.Sutton.,DAL,24.0,DEN,0.0,0.0,3.0,C.Sutton,0.0,8
short,left,7.0,pass,(2:37) (Shotgun) 10-B.Nix pass short left to 14-C.Sutton to DEN 26 for 9 yards (25-T.Bridges).,DEN,83.0,DEN,0.0,0.0,3.0,C.Sutton,1.0,8
deep,left,37.0,pass,(15:00) (Shotgun) 10-B.Nix pass deep left to 14-C.Sutton to DAL 21 for 39 yards (27-R.Steward) [41-D.Ezeiruaku].,DEN,60.0,DEN,0.0,0.0,4.0,C.Sutton,1.0,8
short,right,5.0,pass,"(14:26) (No Huddle, Shotgun) 10-B.Nix pass incomplete short right to 19-M.Mims.",DAL,21.0,DEN,0.0,0.0,4.0,M.Mims,0.0,8
short,left,9.0,pass,(14:21) (Shotgun) 10-B.Nix pass incomplete short left to 13-P.Bryant.,DAL,21.0,DEN,0.0,0.0,4.0,P.Bryant,0.0,8
short,middle,10.0,pass,(14:19) (Shotgun) 10-B.Nix pass short middle to 1-E.Engram to DAL 11 for 10 yards (59-K.Murray).,DAL,21.0,DEN,0.0,0.0,4.0,E.Engram,1.0,8
short,right,7.0,pass,"(12:58) 76-C.Throckmorton reported in as eligible. 10-B.Nix pass incomplete short right to 45-N.Adkins. Penalty on DEN, Illegal Formation, declined.",DAL,7.0,DEN,0.0,0.0,4.0,N.Adkins,0.0,8
short,left,7.0,pass,"(12:54) (Shotgun) 10-B.Nix pass short left to 11-T.Franklin for 7 yards, TOUCHDOWN.",DAL,7.0,DEN,0.0,1.0,4.0,T.Franklin,1.0,8
short,right,8.0,pass,(8:09) (Shotgun) 10-B.Nix pass short right to 14-C.Sutton to DAL 22 for 8 yards (25-T.Bridges).,DAL,30.0,DEN,0.0,0.0,4.0,C.Sutton,1.0,8
short,right,-2.0,pass,(7:28) (Shotgun) 10-B.Nix pass incomplete short right.,DAL,5.0,DEN,0.0,0.0,4.0,,0.0,8
short,right,5.0,pass,"(7:23) (Shotgun) 10-B.Nix pass incomplete short right. Penalty on DEN-14-C.Sutton, Offensive Pass Interference, declined. Penalty on DEN-77-Q.Meinerz, Ineligible Downfield Pass, declined.",DAL,5.0,DEN,0.0,0.0,4.0,,0.0,8
short,right,1.0,pass,"(7:18) (Shotgun) 10-B.Nix pass short right to 12-R.Harvey for 5 yards, TOUCHDOWN.",DAL,5.0,DEN,0.0,1.0,4.0,R.Harvey,1.0,8
short,left,6.0,pass,(7:24) (Shotgun) 10-B.Nix pass incomplete short left to 14-C.Sutton.,DEN,59.0,DEN,0.0,0.0,1.0,C.Sutton,0.0,9
deep,left,24.0,pass,(5:24) (Shotgun) 10-B.Nix pass incomplete deep left to 11-T.Franklin.,HOU,35.0,DEN,0.0,0.0,1.0,T.Franklin,0.0,9
short,middle,2.0,pass,(4:39) (Shotgun) 10-B.Nix pass incomplete short middle to 28-T.Badie.,HOU,33.0,DEN,0.0,0.0,1.0,T.Badie,0.0,9
deep,left,31.0,pass,(15:00) 10-B.Nix pass incomplete deep left to 11-T.Franklin (4-K.Lassiter).,DEN,65.0,DEN,0.0,0.0,2.0,T.Franklin,0.0,9
short,left,-2.0,pass,(14:54) (Shotgun) 10-B.Nix pass incomplete short left to 11-T.Franklin (55-D.Hunter).,DEN,65.0,DEN,0.0,0.0,2.0,T.Franklin,0.0,9
short,left,-2.0,pass,(13:26) (Shotgun) 10-B.Nix pass short left to 11-T.Franklin to DEN 17 for 3 yards (0-A.Al-Shaair).,DEN,86.0,DEN,0.0,0.0,2.0,T.Franklin,1.0,9
deep,left,34.0,pass,(12:43) (Shotgun) 10-B.Nix pass deep left intended for 14-C.Sutton INTERCEPTED by 2-C.Bullock [55-D.Hunter] at HOU 49. 2-C.Bullock ran ob at HOU 49 for no gain.,DEN,83.0,DEN,1.0,0.0,2.0,C.Sutton,0.0,9
short,middle,6.0,pass,(7:06) (Shotgun) 10-B.Nix pass short middle to 82-A.Trautman to HOU 49 for 21 yards (4-K.Lassiter; 5-J.Pitre).,DEN,70.0,DEN,0.0,0.0,2.0,A.Trautman,1.0,9
short,middle,2.0,pass,"(6:36) (No Huddle, Shotgun) 10-B.Nix pass incomplete short middle.",HOU,49.0,DEN,0.0,0.0,2.0,,0.0,9
short,left,5.0,pass,(5:47) (Shotgun) 10-B.Nix pass short left to 83-M.Bandy pushed ob at HOU 30 for 16 yards (4-K.Lassiter).,HOU,46.0,DEN,0.0,0.0,2.0,M.Bandy,1.0,9
deep,right,30.0,pass,(5:10) 10-B.Nix pass incomplete deep right to 11-T.Franklin (24-D.Stingley).,HOU,30.0,DEN,0.0,0.0,2.0,T.Franklin,0.0,9
deep,left,20.0,pass,(5:03) (Shotgun) 10-B.Nix pass incomplete deep left to 1-E.Engram.,HOU,30.0,DEN,0.0,0.0,2.0,E.Engram,0.0,9
deep,left,27.0,pass,"(4:58) (Shotgun) 10-B.Nix pass deep left to 14-C.Sutton for 30 yards, TOUCHDOWN [55-D.Hunter].",HOU,30.0,DEN,0.0,1.0,2.0,C.Sutton,1.0,9
short,left,3.0,pass,(1:52) (Shotgun) 10-B.Nix pass short left to 28-T.Badie to DEN 32 for 12 yards (39-H.To'oTo'o; 24-D.Stingley).,DEN,80.0,DEN,0.0,0.0,2.0,T.Badie,1.0,9
deep,right,31.0,pass,"(1:29) (No Huddle, Shotgun) 10-B.Nix pass incomplete deep right to 11-T.Franklin.",DEN,68.0,DEN,0.0,0.0,2.0,T.Franklin,0.0,9
short,left,-7.0,pass,(1:23) (Shotgun) 10-B.Nix pass short left to 28-T.Badie to DEN 26 for -6 yards (39-H.To'oTo'o).,DEN,68.0,DEN,0.0,0.0,2.0,T.Badie,1.0,9
deep,right,58.0,pass,(1:19) (Shotgun) 10-B.Nix pass incomplete deep right to 11-T.Franklin (4-K.Lassiter).,DEN,74.0,DEN,0.0,0.0,2.0,T.Franklin,0.0,9
,,,pass,(13:42) (Shotgun) 10-B.Nix sacked at DEN 33 for -2 yards (51-W.Anderson).,DEN,65.0,DEN,0.0,0.0,3.0,,0.0,9
short,right,12.0,pass,(12:29) (Shotgun) 10-B.Nix pass incomplete short right to 14-C.Sutton.,DEN,63.0,DEN,0.0,0.0,3.0,C.Sutton,0.0,9
short,right,0.0,pass,(7:50) (Shotgun) 10-B.Nix pass short right to 12-R.Harvey to DEN 31 for 5 yards (5-J.Pitre).,DEN,74.0,DEN,0.0,0.0,3.0,R.Harvey,1.0,9
short,left,15.0,pass,(1:19) 10-B.Nix pass short left to 11-T.Franklin to HOU 48 for 13 yards (4-K.Lassiter) [51-W.Anderson].,DEN,61.0,DEN,0.0,0.0,3.0,T.Franklin,1.0,9
short,right,3.0,pass,(:41) (Shotgun) 10-B.Nix pass short right to 11-T.Franklin to HOU 45 for 3 yards (4-K.Lassiter).,HOU,48.0,DEN,0.0,0.0,3.0,T.Franklin,1.0,9
short,right,10.0,pass,(15:00) (Shotgun) 10-B.Nix pass incomplete short right.,HOU,45.0,DEN,0.0,0.0,4.0,,0.0,9
short,left,5.0,pass,(14:55) (Shotgun) 10-B.Nix pass short left to 13-P.Bryant to HOU 38 for 7 yards (22-J.Smith).,HOU,45.0,DEN,0.0,0.0,4.0,P.Bryant,1.0,9
short,left,7.0,pass,"(14:30) (No Huddle, Shotgun) 10-B.Nix pass short left to 11-T.Franklin pushed ob at HOU 30 for 8 yards (4-K.Lassiter).",HOU,38.0,DEN,0.0,0.0,4.0,T.Franklin,1.0,9
deep,right,24.0,pass,"(12:34) (Shotgun) 10-B.Nix pass deep right to 12-R.Harvey for 27 yards, TOUCHDOWN.",HOU,27.0,DEN,0.0,1.0,4.0,R.Harvey,1.0,9
,,,pass,TWO-POINT CONVERSION ATTEMPT. 10-B.Nix pass to 11-T.Franklin is complete. ATTEMPT SUCCEEDS.,HOU,2.0,DEN,0.0,0.0,4.0,T.Franklin,0.0,9
deep,middle,39.0,pass,(10:09) (Shotgun) 10-B.Nix pass incomplete deep middle to 13-P.Bryant (24-D.Stingley).,DEN,78.0,DEN,0.0,0.0,4.0,P.Bryant,0.0,9
short,left,3.0,pass,(10:02) (Shotgun) 10-B.Nix pass incomplete short left to 1-E.Engram.,DEN,78.0,DEN,0.0,0.0,4.0,E.Engram,0.0,9
short,right,1.0,pass,(7:12) (Shotgun) 10-B.Nix pass short right to 82-A.Trautman to DEN 24 for 4 yards (5-J.Pitre; 0-A.Al-Shaair).,DEN,80.0,DEN,0.0,0.0,4.0,A.Trautman,1.0,9
deep,right,34.0,pass,"(6:26) (No Huddle, Shotgun) 10-B.Nix pass incomplete deep right to 14-C.Sutton (29-M.Stewart).",DEN,76.0,DEN,0.0,0.0,4.0,C.Sutton,0.0,9
deep,middle,16.0,pass,(6:19) (Shotgun) 10-B.Nix pass incomplete deep middle to 14-C.Sutton.,DEN,76.0,DEN,0.0,0.0,4.0,C.Sutton,0.0,9
short,right,-5.0,pass,(4:40) (Shotgun) 10-B.Nix pass short right to 12-R.Harvey pushed ob at DEN 24 for 4 yards (24-D.Stingley).,DEN,80.0,DEN,0.0,0.0,4.0,R.Harvey,1.0,9
short,right,-5.0,pass,(4:33) (Shotgun) 10-B.Nix pass short right to 12-R.Harvey to DEN 36 for 12 yards (24-D.Stingley; 90-S.Rankins).,DEN,76.0,DEN,0.0,0.0,4.0,R.Harvey,1.0,9
short,right,-2.0,pass,(3:45) 10-B.Nix pass short right to 27-J.Dobbins to DEN 34 for -2 yards (0-A.Al-Shaair).,DEN,64.0,DEN,0.0,0.0,4.0,J.Dobbins,1.0,9
short,middle,13.0,pass,(2:18) (Shotgun) 10-B.Nix pass short middle to 13-P.Bryant to DEN 48 for 13 yards (29-M.Stewart).,DEN,65.0,DEN,0.0,0.0,4.0,P.Bryant,1.0,9
short,right,5.0,pass,(1:32) (Shotgun) 10-B.Nix pass incomplete short right.,50,50.0,DEN,0.0,0.0,4.0,,0.0,9
short,middle,5.0,pass,(1:26) (Shotgun) 10-B.Nix pass incomplete short middle to 1-E.Engram.,50,50.0,DEN,0.0,0.0,4.0,E.Engram,0.0,9
short,left,-7.0,pass,(:50) (Shotgun) 10-B.Nix pass short left to 12-R.Harvey pushed ob at DEN 39 for 3 yards (2-C.Bullock).,DEN,64.0,DEN,0.0,0.0,4.0,R.Harvey,1.0,9
short,right,6.0,pass,(2:56) (Shotgun) 10-B.Nix pass short right to 14-C.Sutton ran ob at DEN 26 for 6 yards.,DEN,80.0,DEN,0.0,0.0,1.0,C.Sutton,1.0,10
,,,pass,"(2:26) (No Huddle, Shotgun) 10-B.Nix sacked at DEN 17 for -9 yards (69-A.Butler).",DEN,74.0,DEN,0.0,0.0,1.0,,0.0,10
short,right,-1.0,pass,(1:45) (Shotgun) 10-B.Nix pass incomplete short right to 1-E.Engram (49-C.Snowden) [49-C.Snowden].,DEN,83.0,DEN,0.0,0.0,1.0,E.Engram,0.0,10
short,left,7.0,pass,(13:29) (Shotgun) 10-B.Nix pass incomplete short left to 14-C.Sutton.,DEN,73.0,DEN,0.0,0.0,2.0,C.Sutton,0.0,10
short,right,13.0,pass,"(13:24) (No Huddle, Shotgun) 10-B.Nix pass short right to 11-T.Franklin to DEN 40 for 13 yards (22-E.Stokes).",DEN,73.0,DEN,0.0,0.0,2.0,T.Franklin,1.0,10
short,left,3.0,pass,(8:58) 10-B.Nix pass short left to 27-J.Dobbins pushed ob at DEN 8 for 7 yards (33-J.Adams).,DEN,99.0,DEN,0.0,0.0,2.0,J.Dobbins,1.0,10
short,right,-3.0,pass,"(8:30) (No Huddle, Shotgun) 10-B.Nix pass short right to 11-T.Franklin to DEN 10 for 2 yards (22-E.Stokes).",DEN,92.0,DEN,0.0,0.0,2.0,T.Franklin,1.0,10
short,left,15.0,pass,"(7:53) (No Huddle, Shotgun) 10-B.Nix pass incomplete short left to 1-E.Engram (96-J.Laulu).",DEN,90.0,DEN,0.0,0.0,2.0,E.Engram,0.0,10
short,right,1.0,pass,(4:54) (Shotgun) 10-B.Nix pass short right to 12-R.Harvey to LV 48 for 2 yards (33-J.Adams).,50,50.0,DEN,0.0,0.0,2.0,R.Harvey,1.0,10
deep,right,19.0,pass,(4:10) (Shotgun) 10-B.Nix pass deep right to 13-P.Bryant pushed ob at LV 5 for 43 yards (32-L.Johnson).,LV,48.0,DEN,0.0,0.0,2.0,P.Bryant,1.0,10
short,middle,7.0,pass,"(2:45) (Shotgun) 10-B.Nix pass short middle to 11-T.Franklin for 7 yards, TOUCHDOWN.",LV,7.0,DEN,0.0,1.0,2.0,T.Franklin,1.0,10
short,right,-3.0,pass,(1:50) (Shotgun) 10-B.Nix pass incomplete short right to 28-T.Badie.,DEN,73.0,DEN,0.0,0.0,2.0,T.Badie,0.0,10
short,right,5.0,pass,(1:45) (Shotgun) 10-B.Nix pass short right to 1-E.Engram to DEN 34 for 7 yards (45-D.White).,DEN,73.0,DEN,0.0,0.0,2.0,E.Engram,1.0,10
short,left,14.0,pass,(1:21) (Shotgun) 10-B.Nix pass short left to 14-C.Sutton to DEN 38 for 14 yards (11-J.Chinn).,DEN,76.0,DEN,0.0,0.0,2.0,C.Sutton,1.0,10
deep,right,17.0,pass,(:48) (Shotgun) 10-B.Nix pass incomplete deep right to 11-T.Franklin.,DEN,67.0,DEN,0.0,0.0,2.0,T.Franklin,0.0,10
deep,middle,57.0,pass,(:43) (Shotgun) 10-B.Nix pass deep middle intended for 11-T.Franklin INTERCEPTED by 36-K.Kelly at LV 10. 36-K.Kelly to LV 36 for 26 yards (13-P.Bryant).,DEN,67.0,DEN,1.0,0.0,2.0,T.Franklin,0.0,10
short,right,-5.0,pass,(14:11) (Shotgun) 10-B.Nix pass incomplete short right to 12-R.Harvey.,DEN,93.0,DEN,0.0,0.0,3.0,R.Harvey,0.0,10
short,left,3.0,pass,(14:07) (Shotgun) 10-B.Nix pass incomplete short left to 13-P.Bryant.,DEN,93.0,DEN,0.0,0.0,3.0,P.Bryant,0.0,10
short,right,1.0,pass,(10:27) 10-B.Nix pass short right to 46-A.Prentice pushed ob at DEN 39 for 13 yards (49-C.Snowden).,DEN,74.0,DEN,0.0,0.0,3.0,A.Prentice,1.0,10
short,middle,3.0,pass,(7:53) (Shotgun) 10-B.Nix pass short middle to 12-R.Harvey to LV 38 for 7 yards (26-D.Porter) [96-J.Laulu].,LV,45.0,DEN,0.0,0.0,3.0,R.Harvey,1.0,10
short,right,1.0,pass,"(3:55) (No Huddle, Shotgun) 10-B.Nix pass short right to 82-A.Trautman to LV 39 for 2 yards (32-L.Johnson).",LV,41.0,DEN,0.0,0.0,3.0,A.Trautman,1.0,10
short,left,13.0,pass,(:47) (Shotgun) 10-B.Nix pass incomplete short left to 1-E.Engram.,LV,14.0,DEN,0.0,0.0,3.0,E.Engram,0.0,10
short,right,-4.0,pass,(:43) (Shotgun) 10-B.Nix pass short right to 11-T.Franklin to LV 14 for no gain (11-J.Chinn; 45-D.White).,LV,14.0,DEN,0.0,0.0,3.0,T.Franklin,1.0,10
short,right,4.0,pass,(13:50) (Shotgun) 10-B.Nix pass short right to 14-C.Sutton to DEN 37 for 4 yards (49-C.Snowden).,DEN,67.0,DEN,0.0,0.0,4.0,C.Sutton,1.0,10
deep,left,41.0,pass,(13:14) 10-B.Nix pass incomplete deep left to 11-T.Franklin.,DEN,63.0,DEN,0.0,0.0,4.0,T.Franklin,0.0,10
short,right,10.0,pass,(13:07) (Shotgun) 10-B.Nix pass incomplete short right.,DEN,63.0,DEN,0.0,0.0,4.0,,0.0,10
short,right,-2.0,pass,(8:35) (Shotgun) 10-B.Nix pass short right to 1-E.Engram to DEN 25 for 5 yards (45-D.White; 22-E.Stokes).,DEN,80.0,DEN,0.0,0.0,4.0,E.Engram,1.0,10
deep,left,20.0,pass,(7:16) (Shotgun) 10-B.Nix pass deep left intended for 11-T.Franklin INTERCEPTED by 36-K.Kelly at DEN 45. 36-K.Kelly to DEN 45 for no gain (11-T.Franklin).,DEN,75.0,DEN,1.0,0.0,4.0,T.Franklin,0.0,10
short,right,5.0,pass,(3:06) 10-B.Nix pass short right to 11-T.Franklin ran ob at LV 35 for 18 yards (32-L.Johnson).,DEN,53.0,DEN,0.0,0.0,4.0,T.Franklin,1.0,10
,,,pass,(15:00) (Shotgun) 10-B.Nix sacked at DEN 29 for -6 yards (27-C.Conner).,DEN,65.0,DEN,0.0,0.0,1.0,,0.0,11
short,right,7.0,pass,(14:22) 10-B.Nix pass short right to 11-T.Franklin pushed ob at DEN 38 for 9 yards (27-C.Conner).,DEN,71.0,DEN,0.0,0.0,1.0,T.Franklin,1.0,11
short,left,7.0,pass,(13:45) (Shotgun) 10-B.Nix pass short left to 13-P.Bryant to DEN 46 for 8 yards (56-G.Karlaftis).,DEN,62.0,DEN,0.0,0.0,1.0,P.Bryant,1.0,11
deep,left,41.0,pass,(12:25) (Shotgun) 10-B.Nix pass incomplete deep left to 11-T.Franklin.,DEN,55.0,DEN,0.0,0.0,1.0,T.Franklin,0.0,11
deep,middle,19.0,pass,"(12:18) (No Huddle, Shotgun) 10-B.Nix pass deep middle to 14-C.Sutton to KC 34 for 21 yards (8-K.Fulton).",DEN,55.0,DEN,0.0,0.0,1.0,C.Sutton,1.0,11
short,right,-1.0,pass,(11:38) (Shotgun) 10-B.Nix pass short right to 1-E.Engram pushed ob at KC 26 for 8 yards (30-C.Roland-Wallace).,KC,34.0,DEN,0.0,0.0,1.0,E.Engram,1.0,11
short,left,5.0,pass,(9:37) (Shotgun) 10-B.Nix pass short left to 13-P.Bryant to KC 12 for 6 yards (35-J.Watson).,KC,18.0,DEN,0.0,0.0,1.0,P.Bryant,1.0,11
short,left,2.0,pass,(9:00) (Shotgun) 73-F.Crum reported in as eligible. 12-R.Harvey pass incomplete short left to 10-B.Nix.,KC,12.0,DEN,0.0,0.0,1.0,B.Nix,0.0,11
short,right,0.0,pass,(8:54) (Shotgun) 10-B.Nix pass short right to 1-E.Engram to KC 5 for 7 yards (6-B.Cook; 30-C.Roland-Wallace).,KC,12.0,DEN,0.0,0.0,1.0,E.Engram,1.0,11
,,,pass,(8:19) (Shotgun) 10-B.Nix sacked at KC 11 for -6 yards (95-C.Jones).,KC,5.0,DEN,0.0,0.0,1.0,,0.0,11
short,middle,1.0,pass,(5:00) (Shotgun) 10-B.Nix pass incomplete short middle to 14-C.Sutton (54-L.Chenal).,KC,6.0,DEN,0.0,0.0,1.0,C.Sutton,0.0,11
short,left,-6.0,pass,(:08) (Shotgun) 10-B.Nix pass short left to 38-J.McLaughlin to DEN 34 for -5 yards (22-T.McDuffie).,DEN,61.0,DEN,0.0,0.0,1.0,J.McLaughlin,1.0,11
short,right,1.0,pass,(15:00) (Shotgun) 10-B.Nix pass short right to 1-E.Engram pushed ob at DEN 43 for 9 yards (22-T.McDuffie).,DEN,66.0,DEN,0.0,0.0,2.0,E.Engram,1.0,11
short,middle,11.0,pass,(4:32) (Shotgun) 10-B.Nix pass short middle to 13-P.Bryant to DEN 44 for 15 yards (27-C.Conner).,DEN,71.0,DEN,0.0,0.0,2.0,P.Bryant,1.0,11
short,middle,0.0,pass,(3:57) 10-B.Nix pass incomplete short middle to 14-C.Sutton [56-G.Karlaftis].,DEN,56.0,DEN,0.0,0.0,2.0,C.Sutton,0.0,11
short,left,-5.0,pass,(3:53) (Shotgun) 10-B.Nix pass short left to 12-R.Harvey pushed ob at DEN 46 for 2 yards (30-C.Roland-Wallace).,DEN,56.0,DEN,0.0,0.0,2.0,R.Harvey,1.0,11
short,right,9.0,pass,"(3:16) (No Huddle, Shotgun) 10-B.Nix pass incomplete short right to 11-T.Franklin [56-G.Karlaftis].",DEN,54.0,DEN,0.0,0.0,2.0,T.Franklin,0.0,11
short,left,7.0,pass,"(1:23) (No Huddle, Shotgun) 10-B.Nix pass incomplete short left to 13-P.Bryant (30-C.Roland-Wallace).",DEN,65.0,DEN,0.0,0.0,2.0,P.Bryant,0.0,11
short,right,5.0,pass,(10:04) 10-B.Nix pass short right to 11-T.Franklin pushed ob at DEN 19 for 8 yards (27-C.Conner).,DEN,89.0,DEN,0.0,0.0,3.0,T.Franklin,1.0,11
short,right,5.0,pass,"(8:45) (No Huddle, Shotgun) 10-B.Nix pass incomplete short right.",DEN,77.0,DEN,0.0,0.0,3.0,,0.0,11
deep,left,25.0,pass,"(7:58) (No Huddle, Shotgun) 10-B.Nix pass deep left to 11-T.Franklin pushed ob at KC 40 for 35 yards (8-K.Fulton).",DEN,75.0,DEN,0.0,0.0,3.0,T.Franklin,1.0,11
short,left,8.0,pass,"(7:23) (No Huddle, Shotgun) 10-B.Nix pass short left to 14-C.Sutton to KC 27 for 13 yards (6-B.Cook).",KC,40.0,DEN,0.0,0.0,3.0,C.Sutton,1.0,11
short,left,2.0,pass,(6:07) (Shotgun) 10-B.Nix pass short left to 12-R.Harvey to KC 19 for 7 yards (6-B.Cook).,KC,26.0,DEN,0.0,0.0,3.0,R.Harvey,1.0,11
short,left,1.0,pass,"(5:30) (No Huddle, Shotgun) 10-B.Nix pass short left to 12-R.Harvey to KC 8 for 11 yards (22-T.McDuffie).",KC,19.0,DEN,0.0,0.0,3.0,R.Harvey,1.0,11
